"L","M","U","x","G","Seasonality","drug"
0.0272345732100222,0.11094444197271,0.202041084107656,19,"Diagnostic","sesonality2","Drug A"
0.0298762451871307,0.113188528109697,0.204685630061463,20,"Diagnostic","sesonality2","Drug A"
0.0297406029485292,0.111653825683955,0.202609627442863,21,"Diagnostic","sesonality2","Drug A"
0.0290746747888221,0.111758010051063,0.20320242143797,22,"Diagnostic","sesonality2","Drug A"
0.0293310945405647,0.110331059527452,0.201043032206094,23,"Diagnostic","sesonality2","Drug A"
0.0319702733843495,0.11438715206651,0.203625217854397,24,"Diagnostic","sesonality2","Drug A"
0.0297583445095281,0.113605904175555,0.205301737777672,25,"Diagnostic","sesonality2","Drug A"
0.0315946339561881,0.112034714944652,0.202453564767848,26,"Diagnostic","sesonality2","Drug A"
0.0295384185697395,0.112915496304209,0.206750489841536,27,"Diagnostic","sesonality2","Drug A"
0.0310763555918486,0.113240197757117,0.203916821002606,28,"Diagnostic","sesonality2","Drug A"
0.0298811521258748,0.112009196799048,0.203108656781288,29,"Diagnostic","sesonality2","Drug A"
0.0317118137963464,0.113285557062192,0.205394943292049,30,"Diagnostic","sesonality2","Drug A"
0.0305028060395843,0.112153835379661,0.203440358888161,31,"Diagnostic","sesonality2","Drug A"
0.0298355738691315,0.112901188153031,0.207416343079151,32,"Diagnostic","sesonality2","Drug A"
0.0308111801946085,0.113848123038288,0.205193568511941,33,"Diagnostic","sesonality2","Drug A"
0.0320641117438571,0.112174718603481,0.204046466405489,34,"Diagnostic","sesonality2","Drug A"
0.0300625684279208,0.110930489653062,0.204772991526313,35,"Diagnostic","sesonality2","Drug A"
0.0345685743443618,0.112408378594912,0.20519363151592,36,"Diagnostic","sesonality2","Drug A"
0.0353752190362555,0.116872250933309,0.208081546722944,37,"Diagnostic","sesonality2","Drug A"
0.0341389855170715,0.113735533408289,0.204830348972395,38,"Diagnostic","sesonality2","Drug A"
0.0351753778242497,0.115653170665114,0.207627487795633,39,"Diagnostic","sesonality2","Drug A"
NA,NA,NA,40,"Diagnostic","sesonality2","Drug A"
0.020394216906743,0.12846685376218,0.278268328462385,1,"Fitness","sesonality1","Drug B"
0.0201489845140681,0.126504666072108,0.28142245390984,2,"Fitness","sesonality1","Drug B"
0.0245459102673306,0.135452117312266,0.287817412015232,3,"Fitness","sesonality1","Drug B"
0.0269733722309711,0.137742371233362,0.289152161477863,4,"Fitness","sesonality1","Drug B"
0.0244657979791477,0.133172057646043,0.292337653125773,5,"Fitness","sesonality1","Drug B"
0.02993703983168,0.135669536885969,0.290717001505251,6,"Fitness","sesonality1","Drug B"
0.0279442027320688,0.131976983096178,0.286433061829239,7,"Fitness","sesonality1","Drug B"
0.0319544270267224,0.138430793003797,0.296356494868965,8,"Fitness","sesonality1","Drug B"
0.0353296001744497,0.143625675076678,0.296977712311105,9,"Fitness","sesonality1","Drug B"
0.0330761240847391,0.139248191752817,0.293719778592462,10,"Fitness","sesonality1","Drug B"
0.0392002117522873,0.144020868392845,0.297674167915625,11,"Fitness","sesonality1","Drug B"
0.0417584652144194,0.149408437377583,0.303441724747997,12,"Fitness","sesonality1","Drug B"
0.0401419945334553,0.147492003721924,0.303970536695945,13,"Fitness","sesonality1","Drug B"
0.0447705872107675,0.155274700200446,0.312980014033038,14,"Fitness","sesonality1","Drug B"
0.0482837789306982,0.155739117419342,0.3180877153734,15,"Fitness","sesonality1","Drug B"
0.0506419860378544,0.160132212079386,0.317541167078917,16,"Fitness","sesonality1","Drug B"
0.0543430373283502,0.160686221003457,0.319452283095294,17,"Fitness","sesonality1","Drug B"
0.05476284284715,0.164859565963163,0.319931705205624,18,"Fitness","sesonality1","Drug B"
0.0559503657758385,0.162667316017413,0.318900520768786,19,"Fitness","sesonality1","Drug B"
0.0572667930173132,0.169827417156456,0.324482290867941,20,"Fitness","sesonality1","Drug B"
0.0637639053937072,0.172859651575747,0.332711830924934,21,"Fitness","sesonality1","Drug B"
0.0630653442774913,0.171871545799594,0.330489287381198,22,"Fitness","sesonality1","Drug B"
0.0661900132720431,0.178010208028401,0.335892989323294,23,"Fitness","sesonality1","Drug B"
0.0657233653035509,0.178445176138431,0.335143187972824,24,"Fitness","sesonality1","Drug B"
0.0701836053828621,0.182938578778617,0.342210274265835,25,"Fitness","sesonality1","Drug B"
0.0735118063632395,0.186966597334732,0.344963020491794,26,"Fitness","sesonality1","Drug B"
0.0755773767688285,0.188681354510983,0.346243080444529,27,"Fitness","sesonality1","Drug B"
0.080322510558861,0.193314467780977,0.351053780605171,28,"Fitness","sesonality1","Drug B"
0.0817880031856045,0.198814077492502,0.357645490960366,29,"Fitness","sesonality1","Drug B"
0.0858290733963367,0.196750677568294,0.363595540360609,30,"Fitness","sesonality1","Drug B"
0.0881826330422214,0.200839211024187,0.359205126722216,31,"Fitness","sesonality1","Drug B"
0.0884549812899802,0.200134536640404,0.35696361770664,32,"Fitness","sesonality1","Drug B"
0.0911524850416132,0.206440885872218,0.366597144013838,33,"Fitness","sesonality1","Drug B"
0.0919253978783356,0.207112937383509,0.370298015436484,34,"Fitness","sesonality1","Drug B"
0.098848527547892,0.211544307122426,0.371446828636643,35,"Fitness","sesonality1","Drug B"
0.100053857759366,0.21631708096272,0.381301973159935,36,"Fitness","sesonality1","Drug B"
0.100907168385177,0.214095348007566,0.375835435813066,37,"Fitness","sesonality1","Drug B"
0.103386664171377,0.215246137795173,0.377582904065274,38,"Fitness","sesonality1","Drug B"
0.103676974079858,0.21627074338821,0.377601515790725,39,"Fitness","sesonality1","Drug B"
NA,NA,NA,40,"Fitness","sesonality1","Drug B"
-0.027651798233767,-0.00105863467002,0.0281404638585672,1,"Access","sesonality1","Drug B"
-0.0185644606464373,0.00970155881459484,0.0402803108784516,2,"Access","sesonality1","Drug B"
-0.0112091716668121,0.0199021709597262,0.0514524886403381,3,"Access","sesonality1","Drug B"
-0.0028230178635397,0.0307008365678312,0.0641942062096465,4,"Access","sesonality1","Drug B"
0.00431586704619438,0.0420272696127094,0.0775875578983085,5,"Access","sesonality1","Drug B"
0.0134681894288582,0.0538827192399199,0.0911286226355903,6,"Access","sesonality1","Drug B"
0.0210728099704481,0.0651658054446518,0.105402165128479,7,"Access","sesonality1","Drug B"
0.0295790978346967,0.0768125294984775,0.11791480512945,8,"Access","sesonality1","Drug B"
0.0377769850040913,0.0881823064967101,0.132542766296229,9,"Access","sesonality1","Drug B"
0.0440638393133639,0.0991324211967494,0.144554720270291,10,"Access","sesonality1","Drug B"
0.0509319770987571,0.110158763045931,0.160031923685607,11,"Access","sesonality1","Drug B"
0.0566252263057145,0.121723693386678,0.172646839363924,12,"Access","sesonality1","Drug B"
0.0656155033987995,0.133873250040125,0.188511402089808,13,"Access","sesonality1","Drug B"
0.0786247046825587,0.149629808835602,0.203621509965155,14,"Access","sesonality1","Drug B"
0.080429712662251,0.158452123860318,0.217629613667534,15,"Access","sesonality1","Drug B"
0.0913139721673397,0.171139789246881,0.233703592763448,16,"Access","sesonality1","Drug B"
0.0994121669404349,0.183573874135393,0.248262576528361,17,"Access","sesonality1","Drug B"
0.104016757669497,0.194655064558196,0.262260042647239,18,"Access","sesonality1","Drug B"
0.115197547574706,0.209157571865666,0.279112100688966,19,"Access","sesonality1","Drug B"
0.123071293274815,0.220361901072482,0.293573113445784,20,"Access","sesonality1","Drug B"
0.126619567761424,0.23330280915451,0.30820397066654,21,"Access","sesonality1","Drug B"
0.138370268951303,0.247814975854441,0.325181383455207,22,"Access","sesonality1","Drug B"
0.139811914678621,0.259437899066592,0.339005952457352,23,"Access","sesonality1","Drug B"
0.154398786023596,0.272485551213953,0.355628286832297,24,"Access","sesonality1","Drug B"
0.166505058322169,0.289113794985571,0.375433883078391,25,"Access","sesonality1","Drug B"
0.164442912602478,0.296277194765812,0.384696374624007,26,"Access","sesonality1","Drug B"
0.177945077197087,0.310099116756626,0.400790366846346,27,"Access","sesonality1","Drug B"
0.172945862857166,0.318931348275824,0.413257103780595,28,"Access","sesonality1","Drug B"
0.18971889300584,0.333240200470162,0.427056502801947,29,"Access","sesonality1","Drug B"
0.196036954750745,0.343611966887168,0.443067602759793,30,"Access","sesonality1","Drug B"
0.204119079766461,0.353843284435719,0.458646019838665,31,"Access","sesonality1","Drug B"
0.212040018888969,0.367418629045291,0.471207734010893,32,"Access","sesonality1","Drug B"
0.219202177528722,0.381346852181455,0.487164558377918,33,"Access","sesonality1","Drug B"
0.221340254248198,0.38232267764532,0.490362290837434,34,"Access","sesonality1","Drug B"
0.231735971271969,0.398691773064098,0.507478885871018,35,"Access","sesonality1","Drug B"
0.233002663339588,0.403945111343675,0.517442202829148,36,"Access","sesonality1","Drug B"
0.245415929457915,0.418515341132926,0.536383524816693,37,"Access","sesonality1","Drug B"
0.242786062703228,0.42389093054014,0.541924081512202,38,"Access","sesonality1","Drug B"
0.24804645787602,0.434807280338318,0.554724136662345,39,"Access","sesonality1","Drug B"
NA,NA,NA,40,"Access","sesonality1","Drug B"
0.0442823541191523,0.142876379361042,0.287673407211767,1,"eir","sesonality1","Drug B"
0.0465972169018876,0.147878802322692,0.29648324521667,2,"eir","sesonality1","Drug B"
0.0514845590654323,0.149238747473424,0.300793913080727,3,"eir","sesonality1","Drug B"
0.0520776872204837,0.154367092968752,0.300949941675571,4,"eir","sesonality1","Drug B"
0.0535146585366563,0.155527268437091,0.308915448507546,5,"eir","sesonality1","Drug B"
0.0553191704468905,0.155559639462683,0.311639825783027,6,"eir","sesonality1","Drug B"
0.0588835676446313,0.162094903148405,0.32067841666797,7,"eir","sesonality1","Drug B"
0.0581750115661586,0.162859895227508,0.319559681467823,8,"eir","sesonality1","Drug B"
0.0594227106087661,0.162842297507329,0.321496748528787,9,"eir","sesonality1","Drug B"
0.063611419897376,0.168021567451129,0.325761163079554,10,"eir","sesonality1","Drug B"
0.0618994119165874,0.164798006512768,0.32591996158313,11,"eir","sesonality1","Drug B"
0.0609259705243627,0.168613454955811,0.327713476890759,12,"eir","sesonality1","Drug B"
0.0614949055862807,0.171208575543669,0.332117305749744,13,"eir","sesonality1","Drug B"
0.0591709756815511,0.166937698588843,0.325786864220615,14,"eir","sesonality1","Drug B"
0.0582330551255024,0.168826275829942,0.328920544444842,15,"eir","sesonality1","Drug B"
0.0565330946337517,0.166102356099252,0.331875364444952,16,"eir","sesonality1","Drug B"
0.0581680298862647,0.169478407199573,0.329606161151948,17,"eir","sesonality1","Drug B"
0.0561127700615096,0.168692176235861,0.322930512628942,18,"eir","sesonality1","Drug B"
0.0595265218500488,0.171387359202117,0.335926019153497,19,"eir","sesonality1","Drug B"
0.0591672018646085,0.170720844645035,0.335270667835004,20,"eir","sesonality1","Drug B"
0.0623680531781297,0.176692988319298,0.340511393082068,21,"eir","sesonality1","Drug B"
0.06072920616398,0.177891774754845,0.340104875194683,22,"eir","sesonality1","Drug B"
0.060847641891766,0.173971515850008,0.341792901675153,23,"eir","sesonality1","Drug B"
0.0642282849758844,0.181923221244079,0.340478410139613,24,"eir","sesonality1","Drug B"
0.0636484077145516,0.176266258553599,0.339190132778402,25,"eir","sesonality1","Drug B"
0.0630283692906432,0.179312924330757,0.33921115288106,26,"eir","sesonality1","Drug B"
0.0615586381575592,0.175891607653328,0.335109841822616,27,"eir","sesonality1","Drug B"
0.0630584327968123,0.176805239981579,0.333867611010564,28,"eir","sesonality1","Drug B"
0.062064812907805,0.17703752001979,0.335918360418619,29,"eir","sesonality1","Drug B"
0.0614712647397536,0.174041845748669,0.333217969692031,30,"eir","sesonality1","Drug B"
0.0633178095226527,0.174904470828133,0.333192104765361,31,"eir","sesonality1","Drug B"
0.0648224990149925,0.178037985192481,0.337675199009222,32,"eir","sesonality1","Drug B"
0.0654659852332755,0.182389738202424,0.339689187394968,33,"eir","sesonality1","Drug B"
0.0689984075282261,0.183272376697612,0.343863827819423,34,"eir","sesonality1","Drug B"
0.0675696218505229,0.18161363160276,0.332946336393817,35,"eir","sesonality1","Drug B"
0.0705952462889423,0.187287055016837,0.341054002031944,36,"eir","sesonality1","Drug B"
0.070041079758048,0.19109080493383,0.343750336343662,37,"eir","sesonality1","Drug B"
0.0713015861227265,0.187991508559889,0.341420096063058,38,"eir","sesonality1","Drug B"
0.0756298751134724,0.196015026687208,0.351638629220717,39,"eir","sesonality1","Drug B"
NA,NA,NA,40,"eir","sesonality1","Drug B"
-0.0465892255808272,-0.0176173796731397,0.0130212721306242,1,"Resistance level of drug B","sesonality1","Drug B"
-0.0328055456163399,-0.00268081247956732,0.0301731457354999,2,"Resistance level of drug B","sesonality1","Drug B"
-0.0225518713922172,0.0118707036544152,0.0495838227677317,3,"Resistance level of drug B","sesonality1","Drug B"
-0.0115057933900589,0.026860019527975,0.0708659986110629,4,"Resistance level of drug B","sesonality1","Drug B"
-0.000635838142926809,0.0428410813684438,0.0916440929098519,5,"Resistance level of drug B","sesonality1","Drug B"
0.0095421717003133,0.0586608831309464,0.113061730373749,6,"Resistance level of drug B","sesonality1","Drug B"
0.0177226873190873,0.0729895684120437,0.133172774296173,7,"Resistance level of drug B","sesonality1","Drug B"
0.0271737515721901,0.0882094225518348,0.154684259735268,8,"Resistance level of drug B","sesonality1","Drug B"
0.0356982748288952,0.103524269747554,0.176885275157876,9,"Resistance level of drug B","sesonality1","Drug B"
0.0464675959933834,0.11822530449843,0.197584655643774,10,"Resistance level of drug B","sesonality1","Drug B"
0.0528333017984494,0.130882239818346,0.216982330343055,11,"Resistance level of drug B","sesonality1","Drug B"
0.0639534402601265,0.1462983378355,0.235011484311787,12,"Resistance level of drug B","sesonality1","Drug B"
0.0722717694111688,0.160800791246547,0.256923867855349,13,"Resistance level of drug B","sesonality1","Drug B"
0.0796162690899581,0.170654507201926,0.271524068258876,14,"Resistance level of drug B","sesonality1","Drug B"
0.083145180477439,0.180701117533928,0.287303598075512,15,"Resistance level of drug B","sesonality1","Drug B"
0.0953315421957112,0.199422726575207,0.308604318632178,16,"Resistance level of drug B","sesonality1","Drug B"
0.0991321872888515,0.205606755008297,0.319084971978385,17,"Resistance level of drug B","sesonality1","Drug B"
0.103790941264914,0.214527130645858,0.333088033200725,18,"Resistance level of drug B","sesonality1","Drug B"
0.110115949631716,0.225320988261265,0.347934535864056,19,"Resistance level of drug B","sesonality1","Drug B"
0.115475289047257,0.235560623405227,0.358706174174344,20,"Resistance level of drug B","sesonality1","Drug B"
0.117306736002395,0.236792770344699,0.362802582647346,21,"Resistance level of drug B","sesonality1","Drug B"
0.125320459983014,0.251110369561069,0.382261849513706,22,"Resistance level of drug B","sesonality1","Drug B"
0.127065604727709,0.256352862171702,0.388800561850216,23,"Resistance level of drug B","sesonality1","Drug B"
0.127480566449087,0.26214313109151,0.3995143285887,24,"Resistance level of drug B","sesonality1","Drug B"
0.128864724285227,0.262588951748048,0.40134318775454,25,"Resistance level of drug B","sesonality1","Drug B"
0.136289944459294,0.273585236280794,0.409951764493361,26,"Resistance level of drug B","sesonality1","Drug B"
0.139006445685273,0.278447122726335,0.422158177572785,27,"Resistance level of drug B","sesonality1","Drug B"
0.141291894676779,0.284478826423962,0.426718820935295,28,"Resistance level of drug B","sesonality1","Drug B"
0.136278745936078,0.279560414742801,0.431982702274161,29,"Resistance level of drug B","sesonality1","Drug B"
0.14092515296275,0.287166795712744,0.435899423379974,30,"Resistance level of drug B","sesonality1","Drug B"
0.137309336917351,0.283688820828795,0.434586614582317,31,"Resistance level of drug B","sesonality1","Drug B"
0.148826279380734,0.300350648659102,0.447206799862339,32,"Resistance level of drug B","sesonality1","Drug B"
0.150321485179276,0.302628499330291,0.449898547056811,33,"Resistance level of drug B","sesonality1","Drug B"
0.147079730030524,0.296226114109087,0.447340929941236,34,"Resistance level of drug B","sesonality1","Drug B"
0.147301190604353,0.302454954461546,0.460092625418323,35,"Resistance level of drug B","sesonality1","Drug B"
0.14380577312135,0.301704524938629,0.451733720999382,36,"Resistance level of drug B","sesonality1","Drug B"
0.152159803954943,0.30293357425739,0.461474890656005,37,"Resistance level of drug B","sesonality1","Drug B"
0.155815383732267,0.309480201171837,0.4622331849905,38,"Resistance level of drug B","sesonality1","Drug B"
0.152807106096403,0.302719757506914,0.457503376131588,39,"Resistance level of drug B","sesonality1","Drug B"
NA,NA,NA,40,"Resistance level of drug B","sesonality1","Drug B"
0.0333763750902714,0.119733207628638,0.242087161139716,1,"half_life","sesonality1","Drug B"
0.0354877980367671,0.121682120360659,0.243215178805112,2,"half_life","sesonality1","Drug B"
0.0353726084637297,0.123638101559066,0.251149181438944,3,"half_life","sesonality1","Drug B"
0.0375693178295071,0.12951522843724,0.258205352570898,4,"half_life","sesonality1","Drug B"
0.0390157026088426,0.129634338787213,0.259007283236001,5,"half_life","sesonality1","Drug B"
0.0403148187107819,0.132879449264087,0.264559032734287,6,"half_life","sesonality1","Drug B"
0.0428098407040105,0.136240733859432,0.270511633260737,7,"half_life","sesonality1","Drug B"
0.0425398448555851,0.136839761676588,0.270174357961583,8,"half_life","sesonality1","Drug B"
0.0422556218834729,0.139082175708811,0.279166589415527,9,"half_life","sesonality1","Drug B"
0.0443719564650903,0.1410439876856,0.281506585733081,10,"half_life","sesonality1","Drug B"
0.0461948866359955,0.146944398880829,0.294763659793728,11,"half_life","sesonality1","Drug B"
0.0474093476381916,0.148621814288931,0.290253185052967,12,"half_life","sesonality1","Drug B"
0.0498922548880252,0.154644328865136,0.300692925477083,13,"half_life","sesonality1","Drug B"
0.0532586136804769,0.157624878582625,0.30715145316502,14,"half_life","sesonality1","Drug B"
0.0519926160050638,0.155251293437077,0.309243918120406,15,"half_life","sesonality1","Drug B"
0.0575904582771401,0.166437139528598,0.322185872590348,16,"half_life","sesonality1","Drug B"
0.052096002548282,0.161791205675119,0.321191294320636,17,"half_life","sesonality1","Drug B"
0.057425642244028,0.166705617932508,0.328040117053006,18,"half_life","sesonality1","Drug B"
0.0582690207891757,0.16556058851314,0.326894567159496,19,"half_life","sesonality1","Drug B"
0.0605830205368573,0.174216325828661,0.338133835060085,20,"half_life","sesonality1","Drug B"
0.0634567840687288,0.181043336110814,0.344035557171612,21,"half_life","sesonality1","Drug B"
0.0659316137607303,0.182481758513288,0.349004575579908,22,"half_life","sesonality1","Drug B"
0.0635375156079441,0.182362149879401,0.345006460296561,23,"half_life","sesonality1","Drug B"
0.0676085088409876,0.185479169261008,0.3517114868765,24,"half_life","sesonality1","Drug B"
0.0688382215101872,0.189324894485103,0.354845534894366,25,"half_life","sesonality1","Drug B"
0.0676905728703513,0.187166604144546,0.355346350714744,26,"half_life","sesonality1","Drug B"
0.0706719776350768,0.190904590371339,0.360944910681271,27,"half_life","sesonality1","Drug B"
0.0719318974653103,0.1922271621496,0.362045907080308,28,"half_life","sesonality1","Drug B"
0.0718608027649498,0.196023697847638,0.373032440007037,29,"half_life","sesonality1","Drug B"
0.0805927018331822,0.203390436546299,0.38229167603078,30,"half_life","sesonality1","Drug B"
0.0813981588398004,0.20594072286831,0.387347955551317,31,"half_life","sesonality1","Drug B"
0.0809290780177147,0.205862700353476,0.385314813430169,32,"half_life","sesonality1","Drug B"
0.0839147349571512,0.208714092316622,0.391306728436032,33,"half_life","sesonality1","Drug B"
0.0889720621620966,0.219031163642656,0.399896320762838,34,"half_life","sesonality1","Drug B"
0.0918594048172335,0.221166866715284,0.403576949913911,35,"half_life","sesonality1","Drug B"
0.0947201572839506,0.222600575346262,0.410423301985363,36,"half_life","sesonality1","Drug B"
0.0992398321055411,0.228095174335095,0.415003435751828,37,"half_life","sesonality1","Drug B"
0.100162063691503,0.233909814612663,0.417035338162445,38,"half_life","sesonality1","Drug B"
0.105774363329781,0.240010606568391,0.421813289040261,39,"half_life","sesonality1","Drug B"
NA,NA,NA,40,"half_life","sesonality1","Drug B"
0.0580966179360896,0.16837789945864,0.324446268109134,1,"MKR","sesonality1","Drug B"
0.0575192240881202,0.171203627035016,0.331638608443951,2,"MKR","sesonality1","Drug B"
0.0584772686387977,0.171953478532643,0.330110931577209,3,"MKR","sesonality1","Drug B"
0.0590445981696209,0.170843072930945,0.332184457069037,4,"MKR","sesonality1","Drug B"
0.0564982869299141,0.167340238731234,0.330205158851255,5,"MKR","sesonality1","Drug B"
0.0571250708181487,0.168762911441047,0.325984282959158,6,"MKR","sesonality1","Drug B"
0.0597479142022449,0.170226022140226,0.333603192444465,7,"MKR","sesonality1","Drug B"
0.0595263582903114,0.171154616587929,0.330186797958286,8,"MKR","sesonality1","Drug B"
0.0618064827426588,0.175005126363741,0.332059242055951,9,"MKR","sesonality1","Drug B"
0.0566445782816647,0.167905274361951,0.329832962741703,10,"MKR","sesonality1","Drug B"
0.0597438027469475,0.170224888432429,0.326839784614609,11,"MKR","sesonality1","Drug B"
0.0585385779287837,0.168278788428348,0.328300339101058,12,"MKR","sesonality1","Drug B"
0.0603570879316973,0.171812612097904,0.326611205112652,13,"MKR","sesonality1","Drug B"
0.0616097313767436,0.173111189714529,0.330096217561142,14,"MKR","sesonality1","Drug B"
0.0623546274708649,0.175712709192597,0.330948319162777,15,"MKR","sesonality1","Drug B"
0.0653305906847114,0.178997547913845,0.333292661868041,16,"MKR","sesonality1","Drug B"
0.0652532014228974,0.174686956524906,0.332866175853591,17,"MKR","sesonality1","Drug B"
0.0600121758927859,0.172606226205486,0.330691214886143,18,"MKR","sesonality1","Drug B"
0.0616334521571127,0.175109714311175,0.33648117379935,19,"MKR","sesonality1","Drug B"
0.064823417004431,0.176102020595892,0.3367937265699,20,"MKR","sesonality1","Drug B"
0.0621482872845101,0.172137811372678,0.332538439834276,21,"MKR","sesonality1","Drug B"
0.0588210745232058,0.170720043811901,0.324726699572497,22,"MKR","sesonality1","Drug B"
0.0625942970549612,0.175673986892547,0.337012893127218,23,"MKR","sesonality1","Drug B"
0.0617247947385277,0.171408852867499,0.333739720480382,24,"MKR","sesonality1","Drug B"
0.0590258247405956,0.168404929298551,0.328889401224107,25,"MKR","sesonality1","Drug B"
0.0596994164702481,0.169821119440036,0.331666108745642,26,"MKR","sesonality1","Drug B"
0.0589370187896898,0.174259245479953,0.330165920554964,27,"MKR","sesonality1","Drug B"
0.0602816015169457,0.16977724600965,0.329912672786957,28,"MKR","sesonality1","Drug B"
0.0608190673678588,0.171870352349272,0.32885159179579,29,"MKR","sesonality1","Drug B"
0.0592252793344293,0.167934898139145,0.327703198766901,30,"MKR","sesonality1","Drug B"
0.0584055451910761,0.167892990507008,0.325303709337357,31,"MKR","sesonality1","Drug B"
0.0619942130393325,0.170794674230285,0.326012817287208,32,"MKR","sesonality1","Drug B"
0.058161498915628,0.167948599336844,0.328179345433342,33,"MKR","sesonality1","Drug B"
0.063444937655097,0.172588742222056,0.328351364606549,34,"MKR","sesonality1","Drug B"
0.0639383718419695,0.17155670799395,0.325327218029615,35,"MKR","sesonality1","Drug B"
0.0626496420313076,0.167955179842753,0.32536230392148,36,"MKR","sesonality1","Drug B"
0.0607674896257956,0.163439350086187,0.318651376247065,37,"MKR","sesonality1","Drug B"
0.0659111582938713,0.172669805057549,0.324983779823064,38,"MKR","sesonality1","Drug B"
0.0626038739524141,0.16788787659369,0.320357424416802,39,"MKR","sesonality1","Drug B"
NA,NA,NA,40,"MKR","sesonality1","Drug B"
0.0690341332753926,0.176453454422388,0.32930107133806,1,"Diagnostic","sesonality1","Drug B"
0.0690465387538251,0.182587795483122,0.335960184112758,2,"Diagnostic","sesonality1","Drug B"
0.0666963524561569,0.171418683805485,0.326862207113957,3,"Diagnostic","sesonality1","Drug B"
0.0671397871342557,0.177276489430707,0.335427350364391,4,"Diagnostic","sesonality1","Drug B"
0.0637976601236896,0.174677069320713,0.331831305114008,5,"Diagnostic","sesonality1","Drug B"
0.0638763742689262,0.170693661625529,0.33579728035984,6,"Diagnostic","sesonality1","Drug B"
0.0600986455343092,0.169138046604634,0.330102386478413,7,"Diagnostic","sesonality1","Drug B"
0.0586412605667324,0.170182401733003,0.333200413818869,8,"Diagnostic","sesonality1","Drug B"
0.05995576049376,0.174629953130031,0.33334995245931,9,"Diagnostic","sesonality1","Drug B"
0.0602618098893574,0.170197718806909,0.332826412271095,10,"Diagnostic","sesonality1","Drug B"
0.0562251057277997,0.163763450180898,0.325595336316943,11,"Diagnostic","sesonality1","Drug B"
0.0571151789759799,0.168736886906366,0.327179448662214,12,"Diagnostic","sesonality1","Drug B"
0.0594666944625269,0.172725474927451,0.330576644899509,13,"Diagnostic","sesonality1","Drug B"
0.0565832792616792,0.167348983657263,0.329513750346467,14,"Diagnostic","sesonality1","Drug B"
0.0603420749562008,0.168984976432449,0.320877187550714,15,"Diagnostic","sesonality1","Drug B"
0.0598928097323621,0.168020077473656,0.323894283259971,16,"Diagnostic","sesonality1","Drug B"
0.0603066247181874,0.172775196438402,0.333098968993669,17,"Diagnostic","sesonality1","Drug B"
0.0574290980375358,0.163938029891133,0.322056398460465,18,"Diagnostic","sesonality1","Drug B"
0.0619494385932724,0.174622449801004,0.335096656130566,19,"Diagnostic","sesonality1","Drug B"
0.0615859363012213,0.171899071835342,0.32796198110565,20,"Diagnostic","sesonality1","Drug B"
0.0584927921328825,0.16847569633551,0.327625873516593,21,"Diagnostic","sesonality1","Drug B"
0.0590147316769595,0.168514379618001,0.326319771496299,22,"Diagnostic","sesonality1","Drug B"
0.055549882083194,0.167590569382451,0.322597163005052,23,"Diagnostic","sesonality1","Drug B"
0.0565547493212854,0.167290078476011,0.325827289327019,24,"Diagnostic","sesonality1","Drug B"
0.0574271037008276,0.169418678245059,0.327545464027351,25,"Diagnostic","sesonality1","Drug B"
0.0558546461627258,0.169177178406384,0.329385428856504,26,"Diagnostic","sesonality1","Drug B"
0.0562796344108883,0.167143451820062,0.325597398530943,27,"Diagnostic","sesonality1","Drug B"
0.0562685796471351,0.168800151868603,0.330556346679987,28,"Diagnostic","sesonality1","Drug B"
0.0600587572967382,0.168427686288222,0.32907716972011,29,"Diagnostic","sesonality1","Drug B"
0.0577314292507559,0.17051256877903,0.324662264899888,30,"Diagnostic","sesonality1","Drug B"
0.0570366480139533,0.169542989096565,0.326915275171454,31,"Diagnostic","sesonality1","Drug B"
0.0608580606377272,0.170074326048633,0.325594872002138,32,"Diagnostic","sesonality1","Drug B"
0.0607927564288662,0.170614541269628,0.33264537398536,33,"Diagnostic","sesonality1","Drug B"
0.0626842944964376,0.175129967637073,0.329415686312063,34,"Diagnostic","sesonality1","Drug B"
0.0640105608200938,0.174668053416295,0.332624485505035,35,"Diagnostic","sesonality1","Drug B"
0.0626923073955397,0.173529749204655,0.32627949812722,36,"Diagnostic","sesonality1","Drug B"
0.0623310025048799,0.170951179774949,0.335054130305099,37,"Diagnostic","sesonality1","Drug B"
0.0654106445071548,0.173709388427567,0.330263271046548,38,"Diagnostic","sesonality1","Drug B"
0.0677178808825518,0.175700575667777,0.32944983435062,39,"Diagnostic","sesonality1","Drug B"
NA,NA,NA,40,"Diagnostic","sesonality1","Drug B"
0.0740777234811293,0.19384486339926,0.353440343460488,1,"C_max_IC50","sesonality1","Drug B"
0.0683565389225192,0.184824317903812,0.349994028959907,2,"C_max_IC50","sesonality1","Drug B"
0.0699672212411041,0.186551882326116,0.354903931215915,3,"C_max_IC50","sesonality1","Drug B"
0.0698005308116975,0.185486901724279,0.348210632034558,4,"C_max_IC50","sesonality1","Drug B"
0.0681454891163663,0.183098467920618,0.349826757314323,5,"C_max_IC50","sesonality1","Drug B"
0.0684969688105571,0.181640834291424,0.34410657825403,6,"C_max_IC50","sesonality1","Drug B"
0.0656206300194174,0.179162098283369,0.341083740877127,7,"C_max_IC50","sesonality1","Drug B"
0.0655885771516071,0.179882121960684,0.344004646848491,8,"C_max_IC50","sesonality1","Drug B"
0.0644695623285853,0.179121641146833,0.345688132460272,9,"C_max_IC50","sesonality1","Drug B"
